"label","o1","class"
"Guy Consolmagno","http://dbpedia.org/resource/Guy_Consolmagno",1
"Gérard de Vaucouleurs","http://dbpedia.org/resource/Gérard_de_Vaucouleurs",1
"Asada Goryu","http://dbpedia.org/resource/Asada_Goryu",1
"Astronomer","http://dbpedia.org/resource/Astronomer",1
"Heather Couper","http://dbpedia.org/resource/Heather_Couper",1
"Heber Doust Curtis","http://dbpedia.org/resource/Heber_Doust_Curtis",1
"Heidi Hammel","http://dbpedia.org/resource/Heidi_Hammel",1
"Heinrich Wilhelm Matthias Olbers","http://dbpedia.org/resource/Heinrich_Wilhelm_Matthias_Olbers",1
"Helen Dodson Prince","http://dbpedia.org/resource/Helen_Dodson_Prince",1
"Helen Sawyer Hogg","http://dbpedia.org/resource/Helen_Sawyer_Hogg",1
"Hendrik C. van de Hulst","http://dbpedia.org/resource/Hendrik_C._van_de_Hulst",1
"Henri-Alexandre Deslandres","http://dbpedia.org/resource/Henri-Alexandre_Deslandres",1
"Henrietta Swan Leavitt","http://dbpedia.org/resource/Henrietta_Swan_Leavitt",1
"Henry Draper","http://dbpedia.org/resource/Henry_Draper",1
"Henry Kandrup","http://dbpedia.org/resource/Henry_Kandrup",1
"Henry L. Giclas","http://dbpedia.org/resource/Henry_L._Giclas",1
"Henry Norris Russell","http://dbpedia.org/resource/Henry_Norris_Russell",1
"Herbert Alonzo Howe","http://dbpedia.org/resource/Herbert_Alonzo_Howe",1
"Herbert Dingle","http://dbpedia.org/resource/Herbert_Dingle",1
"Herbert Hall Turner","http://dbpedia.org/resource/Herbert_Hall_Turner",1
"Hermann Carl Vogel","http://dbpedia.org/resource/Hermann_Carl_Vogel",1
"Hermann Goldschmidt","http://dbpedia.org/resource/Hermann_Goldschmidt",1
"Hipparchus","http://dbpedia.org/resource/Hipparchus",1
"Hiroki Kosai","http://dbpedia.org/resource/Hiroki_Kosai",1
"Hiroshi Araki","http://dbpedia.org/resource/Hiroshi_Araki",1
"Hiroshi Mori (astronomer)","http://dbpedia.org/resource/Hiroshi_Mori_(astronomer)",1
"Maarten Schmidt","http://dbpedia.org/resource/Maarten_Schmidt",1
"Makio Akiyama","http://dbpedia.org/resource/Makio_Akiyama",1
"Brian J. Boyle","http://dbpedia.org/resource/Brian_J._Boyle",1
"Carl Charlier","http://dbpedia.org/resource/Carl_Charlier",1
"Carl E. Heiles","http://dbpedia.org/resource/Carl_E._Heiles",1
"Carmelle Robert","http://dbpedia.org/resource/Carmelle_Robert",1
"Riazuddin (physicist)","http://dbpedia.org/resource/Riazuddin_(physicist)",1
"Riccardo Giacconi","http://dbpedia.org/resource/Riccardo_Giacconi",1
"Richard Christopher Carrington","http://dbpedia.org/resource/Richard_Christopher_Carrington",1
"Richard van der Riet Woolley","http://dbpedia.org/resource/Richard_van_der_Riet_Woolley",1
"Robert Burnham Jr.","http://dbpedia.org/resource/Robert_Burnham_Jr.",1
"Robert Grant Aitken","http://dbpedia.org/resource/Robert_Grant_Aitken",1
"Robert Kirshner","http://dbpedia.org/resource/Robert_Kirshner",1
"Robert Kraft (astronomer)","http://dbpedia.org/resource/Robert_Kraft_(astronomer)",1
"Robert Luther","http://dbpedia.org/resource/Robert_Luther",1
"Robert Schommer","http://dbpedia.org/resource/Robert_Schommer",1
"Robert Woodrow Wilson","http://dbpedia.org/resource/Robert_Woodrow_Wilson",1
"Roger Davies (astrophysicist)","http://dbpedia.org/resource/Roger_Davies_(astrophysicist)",1
"Roger Penrose","http://dbpedia.org/resource/Roger_Penrose",1
"Rogier Windhorst","http://dbpedia.org/resource/Rogier_Windhorst",1
"Theodor Brorsen","http://dbpedia.org/resource/Theodor_Brorsen",1
"Roger of Hereford","http://dbpedia.org/resource/Roger_of_Hereford",1
"Harutaro Murakami","http://dbpedia.org/resource/Harutaro_Murakami",1
"Robert S. McMillan (astronomer)","http://dbpedia.org/resource/Robert_S._McMillan_(astronomer)",1
"Jean Chacornac","http://dbpedia.org/resource/Jean_Chacornac",1
"Naubakht","http://dbpedia.org/resource/Naubakht",1
"Petar Đurković","http://dbpedia.org/resource/Petar_Đurković",1
"Ian Glass","http://dbpedia.org/resource/Ian_Glass",1
"Physicist","http://dbpedia.org/resource/Physicist",1
"Ewine van Dishoeck","http://dbpedia.org/resource/Ewine_van_Dishoeck",1
"F. J. M. Stratton","http://dbpedia.org/resource/F._J._M._Stratton",1
"Fearon Fallows","http://dbpedia.org/resource/Fearon_Fallows",1
"Felix Ziegel","http://dbpedia.org/resource/Felix_Ziegel",1
"Jeffrey Owen Katz","http://dbpedia.org/resource/Jeffrey_Owen_Katz",1
"Jill Tarter","http://dbpedia.org/resource/Jill_Tarter",1
"Jim Peebles","http://dbpedia.org/resource/Jim_Peebles",1
"Jocelyn Bell Burnell","http://dbpedia.org/resource/Jocelyn_Bell_Burnell",1
"Joel Stebbins","http://dbpedia.org/resource/Joel_Stebbins",1
"Johan Stein","http://dbpedia.org/resource/Johan_Stein",1
"Johann Bayer","http://dbpedia.org/resource/Johann_Bayer",1
"Johann Daniel Titius","http://dbpedia.org/resource/Johann_Daniel_Titius",1
"Johann Elert Bode","http://dbpedia.org/resource/Johann_Elert_Bode",1
"Johann Franz Encke","http://dbpedia.org/resource/Johann_Franz_Encke",1
"Johann Gottfried Galle","http://dbpedia.org/resource/Johann_Gottfried_Galle",1
"Johann Heinrich Lambert","http://dbpedia.org/resource/Johann_Heinrich_Lambert",1
"Johann Palisa","http://dbpedia.org/resource/Johann_Palisa",1
"Johannes Hevelius","http://dbpedia.org/resource/Johannes_Hevelius",1
"Johannes Kepler","http://dbpedia.org/resource/Johannes_Kepler",1
"John Archibald Wheeler","http://dbpedia.org/resource/John_Archibald_Wheeler",1
"John Bainbridge (astronomer)","http://dbpedia.org/resource/John_Bainbridge_(astronomer)",1
"John Brashear","http://dbpedia.org/resource/John_Brashear",1
"John C. Mather","http://dbpedia.org/resource/John_C._Mather",1
"John Couch Adams","http://dbpedia.org/resource/John_Couch_Adams",1
"John E. Baldwin","http://dbpedia.org/resource/John_E._Baldwin",1
"John Flamsteed","http://dbpedia.org/resource/John_Flamsteed",1
"John Francis Skjellerup","http://dbpedia.org/resource/John_Francis_Skjellerup",1
"John Gatenby Bolton","http://dbpedia.org/resource/John_Gatenby_Bolton",1
"John Goodricke","http://dbpedia.org/resource/John_Goodricke",1
"John Herschel","http://dbpedia.org/resource/John_Herschel",1
"Leo Goldberg","http://dbpedia.org/resource/Leo_Goldberg",1
"Leonardo da Vinci","http://dbpedia.org/resource/Leonardo_da_Vinci",1
"Leslie Peltier","http://dbpedia.org/resource/Leslie_Peltier",1
"Lewis A. Swift","http://dbpedia.org/resource/Lewis_A._Swift",1
"Lewis Boss","http://dbpedia.org/resource/Lewis_Boss",1
"Lisa Harvey-Smith","http://dbpedia.org/resource/Lisa_Harvey-Smith",1
"Nathaniel Bliss","http://dbpedia.org/resource/Nathaniel_Bliss",1
"Neil Gehrels","http://dbpedia.org/resource/Neil_Gehrels",1
"Neil deGrasse Tyson","http://dbpedia.org/resource/Neil_deGrasse_Tyson",1
"Nevil Maskelyne","http://dbpedia.org/resource/Nevil_Maskelyne",1
"Nicolaus Copernicus","http://dbpedia.org/resource/Nicolaus_Copernicus",1
"Nicolaus Olahus","http://dbpedia.org/resource/Nicolaus_Olahus",1
"Niels Bohr","http://dbpedia.org/resource/Niels_Bohr",1
"Percival Lowell","http://dbpedia.org/resource/Percival_Lowell",1
"Peter Andreas Hansen","http://dbpedia.org/resource/Peter_Andreas_Hansen",1
"Peter Goldreich","http://dbpedia.org/resource/Peter_Goldreich",1
"Peter Nilson","http://dbpedia.org/resource/Peter_Nilson",1
"Peter van de Kamp","http://dbpedia.org/resource/Peter_van_de_Kamp",1
"Petrus Plancius","http://dbpedia.org/resource/Petrus_Plancius",1
"Phil Plait","http://dbpedia.org/resource/Phil_Plait",1
"Philip Fox (astronomer)","http://dbpedia.org/resource/Philip_Fox_(astronomer)",1
"Pierre-Simon Laplace","http://dbpedia.org/resource/Pierre-Simon_Laplace",1
"Pierre Louis Maupertuis","http://dbpedia.org/resource/Pierre_Louis_Maupertuis",1
"Pierre Méchain","http://dbpedia.org/resource/Pierre_Méchain",1
"Pierre Puiseux","http://dbpedia.org/resource/Pierre_Puiseux",1
"Ptolemy","http://dbpedia.org/resource/Ptolemy",1
"Pythagoras","http://dbpedia.org/resource/Pythagoras",1
"Radha Gobinda Chandra","http://dbpedia.org/resource/Radha_Gobinda_Chandra",1
"Rafael Pacheco","http://dbpedia.org/resource/Rafael_Pacheco",1
"Thomas Bopp","http://dbpedia.org/resource/Thomas_Bopp",1
"Thomas Digges","http://dbpedia.org/resource/Thomas_Digges",1
"Thomas Gold","http://dbpedia.org/resource/Thomas_Gold",1
"Thomas Henderson (astronomer)","http://dbpedia.org/resource/Thomas_Henderson_(astronomer)",1
"Thomas John Hussey","http://dbpedia.org/resource/Thomas_John_Hussey",1
"Thomas Young (scientist)","http://dbpedia.org/resource/Thomas_Young_(scientist)",1
"Tobias Mayer","http://dbpedia.org/resource/Tobias_Mayer",1
"Tom Gehrels","http://dbpedia.org/resource/Tom_Gehrels",1
"William Wilson Morgan","http://dbpedia.org/resource/William_Wilson_Morgan",1
"Williamina Fleming","http://dbpedia.org/resource/Williamina_Fleming",1
"Yasuo Tanaka (astronomer)","http://dbpedia.org/resource/Yasuo_Tanaka_(astronomer)",1
"Friedrich Karl Arnold Schwassmann","http://dbpedia.org/resource/Friedrich_Karl_Arnold_Schwassmann",1
"Julius Bauschinger","http://dbpedia.org/resource/Julius_Bauschinger",1
"Leopold Courvoisier","http://dbpedia.org/resource/Leopold_Courvoisier",1
"Wilhelm Julius Foerster","http://dbpedia.org/resource/Wilhelm_Julius_Foerster",1
"Shibukawa Shunkai","http://dbpedia.org/resource/Shibukawa_Shunkai",1
"Norman G. Thomas","http://dbpedia.org/resource/Norman_G._Thomas",1
"Zdeňka Vávrová","http://dbpedia.org/resource/Zdeňka_Vávrová",1
"Lawrence H. Aller","http://dbpedia.org/resource/Lawrence_H._Aller",1
"Typhoon Lee","http://dbpedia.org/resource/Typhoon_Lee",1
"Ed Krupp","http://dbpedia.org/resource/Ed_Krupp",1
"Edmond Halley","http://dbpedia.org/resource/Edmond_Halley",1
"Edmund Weaver (astronomer)","http://dbpedia.org/resource/Edmund_Weaver_(astronomer)",1
"Edward Arthur Milne","http://dbpedia.org/resource/Edward_Arthur_Milne",1
"Edward Charles Pickering","http://dbpedia.org/resource/Edward_Charles_Pickering",1
"Edward Emerson Barnard","http://dbpedia.org/resource/Edward_Emerson_Barnard",1
"Edward Israel","http://dbpedia.org/resource/Edward_Israel",1
"Edward James Stone","http://dbpedia.org/resource/Edward_James_Stone",1
"Edward Riddle","http://dbpedia.org/resource/Edward_Riddle",1
"Edward Robert Harrison","http://dbpedia.org/resource/Edward_Robert_Harrison",1
"Edward Sabine","http://dbpedia.org/resource/Edward_Sabine",1
"Edward Walter Maunder","http://dbpedia.org/resource/Edward_Walter_Maunder",1
"Edwin Brant Frost","http://dbpedia.org/resource/Edwin_Brant_Frost",1
"Edwin Ernest Salpeter","http://dbpedia.org/resource/Edwin_Ernest_Salpeter",1
"Edwin Hubble","http://dbpedia.org/resource/Edwin_Hubble",1
"Eise Eisinga","http://dbpedia.org/resource/Eise_Eisinga",1
"Ejnar Hertzsprung","http://dbpedia.org/resource/Ejnar_Hertzsprung",1
"Andrea Di Paola","http://dbpedia.org/resource/Andrea_Di_Paola",1
"Andreas Cellarius","http://dbpedia.org/resource/Andreas_Cellarius",1
"Andreas Gerasimos Michalitsianos","http://dbpedia.org/resource/Andreas_Gerasimos_Michalitsianos",1
"Julie Vinter Hansen","http://dbpedia.org/resource/Julie_Vinter_Hansen",1
"Julio Garavito Armero","http://dbpedia.org/resource/Julio_Garavito_Armero",1
"Jérôme Lalande","http://dbpedia.org/resource/Jérôme_Lalande",1
"Karan Jani","http://dbpedia.org/resource/Karan_Jani",1
"Karl Guthe Jansky","http://dbpedia.org/resource/Karl_Guthe_Jansky",1
"Karl Ludwig Harding","http://dbpedia.org/resource/Karl_Ludwig_Harding",1
"Karl Ludwig Hencke","http://dbpedia.org/resource/Karl_Ludwig_Hencke",1
"Karl Schwarzschild","http://dbpedia.org/resource/Karl_Schwarzschild",1
"Karlis Kaufmanis","http://dbpedia.org/resource/Karlis_Kaufmanis",1
"Amédée Mouchez","http://dbpedia.org/resource/Amédée_Mouchez",1
"Louise Freeland Jenkins","http://dbpedia.org/resource/Louise_Freeland_Jenkins",1
"Luboš Kohoutek","http://dbpedia.org/resource/Luboš_Kohoutek",1
"Luboš Perek","http://dbpedia.org/resource/Luboš_Perek",1
"Luigi Carnera","http://dbpedia.org/resource/Luigi_Carnera",1
"Luís Cruls","http://dbpedia.org/resource/Luís_Cruls",1
"Lyman Spitzer","http://dbpedia.org/resource/Lyman_Spitzer",1
"Ole Rømer","http://dbpedia.org/resource/Ole_Rømer",1
"Olin J. Eggen","http://dbpedia.org/resource/Olin_J._Eggen",1
"Otto Struve","http://dbpedia.org/resource/Otto_Struve",1
"Claes-Ingvar Lagerkvist","http://dbpedia.org/resource/Claes-Ingvar_Lagerkvist",1
"Seth Barnes Nicholson","http://dbpedia.org/resource/Seth_Barnes_Nicholson",1
"Seth Shostak","http://dbpedia.org/resource/Seth_Shostak",1
"Shen Kuo","http://dbpedia.org/resource/Shen_Kuo",1
"Shinzo Shinjo","http://dbpedia.org/resource/Shinzo_Shinjo",1
"Sidney van den Bergh","http://dbpedia.org/resource/Sidney_van_den_Bergh",1
"Cornell Mayer","http://dbpedia.org/resource/Cornell_Mayer",1
"Stephen Hawking","http://dbpedia.org/resource/Stephen_Hawking",1
"Edwin Foster Coddington","http://dbpedia.org/resource/Edwin_Foster_Coddington",1
"Edwin Francis Carpenter","http://dbpedia.org/resource/Edwin_Francis_Carpenter",1
"Johann Baptist Cysat","http://dbpedia.org/resource/Johann_Baptist_Cysat",1
"Ernest Esclangon","http://dbpedia.org/resource/Ernest_Esclangon",1
"Shohei Suzuki","http://dbpedia.org/resource/Shohei_Suzuki",1
"Jérôme Eugène Coggia","http://dbpedia.org/resource/Jérôme_Eugène_Coggia",1
"Wei Pu","http://dbpedia.org/resource/Wei_Pu",1
"Masaru Mukai","http://dbpedia.org/resource/Masaru_Mukai",1
"Bohdan Paczyński","http://dbpedia.org/resource/Bohdan_Paczyński",1
"Bonaventura Cavalieri","http://dbpedia.org/resource/Bonaventura_Cavalieri",1
"Hypatia","http://dbpedia.org/resource/Hypatia",1
"Ida E. Woods","http://dbpedia.org/resource/Ida_E._Woods",1
"Kiyotsugu Hirayama","http://dbpedia.org/resource/Kiyotsugu_Hirayama",1
"Klim Churyumov","http://dbpedia.org/resource/Klim_Churyumov",1
"Knut Jørgen Røed Ødegaard","http://dbpedia.org/resource/Knut_Jørgen_Røed_Ødegaard",1
"Knut Lundmark","http://dbpedia.org/resource/Knut_Lundmark",1
"Michael E. Brown","http://dbpedia.org/resource/Michael_E._Brown",1
"Michel Mayor","http://dbpedia.org/resource/Michel_Mayor",1
"Minoru Honda","http://dbpedia.org/resource/Minoru_Honda",1
"Paris Pişmiş","http://dbpedia.org/resource/Paris_Pişmiş",1
"Patrick Moore","http://dbpedia.org/resource/Patrick_Moore",1
"Paul Wild (Swiss astronomer)","http://dbpedia.org/resource/Paul_Wild_(Swiss_astronomer)",1
"Christian Pollas","http://dbpedia.org/resource/Christian_Pollas",1
"Ronald N. Bracewell","http://dbpedia.org/resource/Ronald_N._Bracewell",1
"Rosaly Lopes","http://dbpedia.org/resource/Rosaly_Lopes",1
"Ruby Payne-Scott","http://dbpedia.org/resource/Ruby_Payne-Scott",1
"Rudolph Minkowski","http://dbpedia.org/resource/Rudolph_Minkowski",1
"Russell Alan Hulse","http://dbpedia.org/resource/Russell_Alan_Hulse",1
"Debra Fischer","http://dbpedia.org/resource/Debra_Fischer",1
"E. Ruth Hedeman","http://dbpedia.org/resource/E._Ruth_Hedeman",1
"Edith Jones Woodward","http://dbpedia.org/resource/Edith_Jones_Woodward",1
"Eric Walter Elst","http://dbpedia.org/resource/Eric_Walter_Elst",1
"Johannes Fabricius","http://dbpedia.org/resource/Johannes_Fabricius",1
"Larry W. Esposito","http://dbpedia.org/resource/Larry_W._Esposito",1
"Erwin Finlay-Freundlich","http://dbpedia.org/resource/Erwin_Finlay-Freundlich",1
"Fumiaki Uto","http://dbpedia.org/resource/Fumiaki_Uto",1
"Gabrielle Renaudot Flammarion","http://dbpedia.org/resource/Gabrielle_Renaudot_Flammarion",1
"Gart Westerhout","http://dbpedia.org/resource/Gart_Westerhout",1
"Herbert Friedman","http://dbpedia.org/resource/Herbert_Friedman",1
"Honoré Flaugergues","http://dbpedia.org/resource/Honoré_Flaugergues",1
"Toshimasa Furuta","http://dbpedia.org/resource/Toshimasa_Furuta",1
"George Henry Peters","http://dbpedia.org/resource/George_Henry_Peters",1
"George Mary Searle","http://dbpedia.org/resource/George_Mary_Searle",1
"Giuseppe Asclepi","http://dbpedia.org/resource/Giuseppe_Asclepi",1
"Gordon J. Garradd","http://dbpedia.org/resource/Gordon_J._Garradd",1
"Thomas William Webb","http://dbpedia.org/resource/Thomas_William_Webb",1
"Steve Mandel","http://dbpedia.org/resource/Steve_Mandel",1
"Philippe Véron","http://dbpedia.org/resource/Philippe_Véron",1
"Tomimaru Okuni","http://dbpedia.org/resource/Tomimaru_Okuni",1
"Johann Hieronymus Schröter","http://dbpedia.org/resource/Johann_Hieronymus_Schröter",1
"Ma Yize","http://dbpedia.org/resource/Ma_Yize",1
"Charles Green (astronomer)","http://dbpedia.org/resource/Charles_Green_(astronomer)",1
"Yoji Kondo","http://dbpedia.org/resource/Yoji_Kondo",1
"Yoshisada Shimizu","http://dbpedia.org/resource/Yoshisada_Shimizu",1
"Yrjö Väisälä","http://dbpedia.org/resource/Yrjö_Väisälä",1
"Yuji Hyakutake","http://dbpedia.org/resource/Yuji_Hyakutake",1
"Yvon Villarceau","http://dbpedia.org/resource/Yvon_Villarceau",1
"Zhang Heng","http://dbpedia.org/resource/Zhang_Heng",1
"Zhang Yuzhe","http://dbpedia.org/resource/Zhang_Yuzhe",1
"Zu Chongzhi","http://dbpedia.org/resource/Zu_Chongzhi",1
"Álvaro López-García","http://dbpedia.org/resource/Álvaro_López-García",1
"Michel Giacobini","http://dbpedia.org/resource/Michel_Giacobini",1
"Lyudmila Karachkina","http://dbpedia.org/resource/Lyudmila_Karachkina",1
"Robert George Harrington","http://dbpedia.org/resource/Robert_George_Harrington",1
"Tetsuo Kagawa","http://dbpedia.org/resource/Tetsuo_Kagawa",1
"Marie Henri Andoyer","http://dbpedia.org/resource/Marie_Henri_Andoyer",1
"Nils Mustelin","http://dbpedia.org/resource/Nils_Mustelin",1
"Pablo Cottenot","http://dbpedia.org/resource/Pablo_Cottenot",1
"Shi Shen","http://dbpedia.org/resource/Shi_Shen",1
"Sadr al-Shari'a al-Asghar","http://dbpedia.org/resource/Sadr_al-Shari'a_al-Asghar",1
"Yi Xing","http://dbpedia.org/resource/Yi_Xing",1
"Vincent Wing","http://dbpedia.org/resource/Vincent_Wing",1
"Pierre Lemonnier","http://dbpedia.org/resource/Pierre_Lemonnier",1
"Ľubor Kresák","http://dbpedia.org/resource/Ľubor_Kresák",1
"Pieter Johannes van Rhijn","http://dbpedia.org/resource/Pieter_Johannes_van_Rhijn",1
